query_id|device_classification_name|approval_number|device_name|applicant_name|applicant_contact|correspondent_name|regulation_number|classification_product_code|month_received|day_received|year_received|month_day|day_month|decision_year|decision|regulation_medical_specialty|review_panel|summary_link |type|reviewed_by_third_party|combination_product|0
K182875|radiological computer-assisted triage and notification software|k182875|deepct|william  lai|william  lai|william  lai|892.208|qas|10|12|2018|7|10|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k182875.pdf|traditional|no|no|280
K191556|radiological computer-assisted prioritization software for lesions|k191556|red dot|simon  rasalingham|simon  rasalingham|john j. smith|892.208|qfm|6|12|2019|2|28|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k191556.pdf|traditional|no|no|281
K201075|catheter, intravascular, therapeutic, short-term less than 30 days|k201075|bd insyte autoguard shielded iv catheter, bd insyte autoguard bc shielded iv catheter, bd insyte autoguard bc pro shielded iv catheter|kimberly  geisler|kimberly  geisler|kimberly  geisler|880.52|foz|4|22|2020|12|18|2020|substantially equivalent     (sese)|general hospital|general hospital|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201075.pdf|traditional|no|no|282
K220882|system, imaging, pulsed doppler, ultrasonic|k220882|vivid e80, vivid e90, vivid e95|tracey  ortiz|tracey  ortiz|lee  bush|892.155|iyn|3|25|2022|7|22|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220882.pdf|traditional|no|no|283
K231038|medium-term adjunctive predictive cardiovascular indicator|k231038|global hypoperfusion index (ghi) algorithm|michelle  ducca|michelle  ducca|michelle  ducca|870.221|qnl|4|12|2023|7|26|2023|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k231038.pdf|traditional|no|no|284
K191009|plate, fixation, bone|k191009|arsenal plating system|christopher  radzicki|christopher  radzicki|christopher  radzicki|888.303|hrs|4|16|2019|8|12|2019|substantially equivalent     (sese)|orthopedic|orthopedic|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k191009.pdf|traditional|no|no|285
K232192|powered light based non-laser surgical instrument with thermal effect|k232192|venus versa pro system|william h. mcgrail|william h. mcgrail|william h. mcgrail|878.481|onf|7|24|2023|9|11|2023|substantially equivalent     (sese)|general & plastic surgery|general & plastic surgery|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k232192.pdf|special|no|no|286
K181996|ventilatory effort recorder|k181996|matrx plus|sabina  bruehlmann|sabina  bruehlmann|sabina  bruehlmann|868.2375|mnr|7|26|2018|11|21|2018|substantially equivalent     (sese)|anesthesiology|anesthesiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k181996.pdf|traditional|no|no|287
K201369|system, image processing, radiological|k201369|ava (augmented vascular analysis)|sadaf  monajemi|sadaf  monajemi|alan  donald|892.205|llz|5|22|2020|9|16|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201369.pdf|traditional|no|no|288
K220939|system, nuclear magnetic resonance imaging|k220939|magnetom lumina and magnetom vida fit with syngo mr xa50a|alina  goodman|alina  goodman|alina  goodman|892.1|lnh|3|31|2022|4|29|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220939.pdf|special|no|no|289
K181720|computer, diagnostic, programmable|k181720|epiphany cardio server mobile|pat  white|pat  white|mark  job|870.1425|dqk|6|29|2018|7|30|2018|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k181720.pdf|traditional|yes|no|290
K200323|radiological image processing software for radiation therapy|k200323|autocontour|kurt  sysock|kurt  sysock|kurt  sysock|892.205|qkb|2|10|2020|10|30|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200323.pdf|traditional|no|no|291
K181685|system, imaging, pulsed doppler, ultrasonic|k181685|vivid e80, vivid e90, vivid e95|tracey  ortiz|tracey  ortiz|tracey  ortiz|892.155|iyn|6|26|2018|10|25|2018|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k181685.pdf|traditional|no|no|292
K201140|x-ray, tomography, computed, dental|k201140|axeos|karl j. nittinger|karl j. nittinger|karl j. nittinger|892.175|oas|4|29|2020|6|22|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201140.pdf|traditional|no|no|293
K200873|radiological computer-assisted triage and notification software|k200873|halo|merel  boers|merel  boers|roujuan  zhang|892.208|qas|4|1|2020|11|20|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200873.pdf|traditional|no|no|294
K230497|automated radiological image processing software|k230497|bladder ai (aibv01)|jacqueline  murray|jacqueline  murray|jacqueline  murray|892.205|qih|2|24|2023|6|22|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230497.pdf|traditional|no|no|295
K193267|system, x-ray, tomography, computed|k193267|al-rad companion (musculoskeletal)|alaine  medio|alaine  medio|alaine  medio|892.175|jak|11|26|2019|3|16|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193267.pdf|traditional|no|no|296
K222275|automated radiological image processing software|k222275|saige-density|b. nathan  hunt|b. nathan  hunt|b. nathan  hunt|892.205|qih|7|29|2022|12|16|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222275.pdf|traditional|no|no|297
K230084|system, imaging, pulsed doppler, ultrasonic|k230084|hera w10 diagnostic ultrasound system; hera w9 diagnostic ultrasound system|so-yeon  jang|so-yeon  jang|so-yeon  jang|892.155|iyn|1|11|2023|4|21|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230084.pdf|traditional|no|no|298
K221255|material, tooth shade, resin|k221255|simplishade bulk fill, simplishade bulk fill flow|haiyan  wei|haiyan  wei|haiyan  wei|872.369|ebf|5|2|2022|8|31|2022|substantially equivalent     (sese)|dental|dental|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221255.pdf|traditional|no|no|299
K231281|system, x-ray, tomography, computed|k231281|aquilion serve (tsx-307a|1) v1.3|paul  biggins|paul  biggins|892.175|jak|5|3|2023|9|19|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k231281.pdf|traditional|no|no|300
K203314|system, tomography, computed, emission|k203314|cartesion prime (pcd-1000a|3) v10.8|paul  biggins|paul  biggins|892.12|kps|11|10|2020|4|23|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203314.pdf|traditional|no|no|301
K222428|automated radiological image processing software|k222428|syngo dynamics (version va40f)|jiayan  liu|jiayan  liu|jiayan  liu|892.205|qih|8|11|2022|11|14|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222428.pdf|traditional|no|no|302
K220598|radiological image processing software for radiation therapy|k220598|autocontour model radac v2|kurt  sysock|kurt  sysock|kurt  sysock|892.205|qkb|3|2|2022|8|24|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220598.pdf|traditional|no|no|303
K210747|automated radiological image processing software|k210747|caption interpretation automated ejection fraction software|sam  surette|sam  surette|savannah  hari|892.205|qih|3|12|2021|1|19|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210747.pdf|traditional|no|no|304
K222268|radiological computer-assisted prioritization software for lesions|k222268|annalise enterprise cxr triage trauma|minta  chen|minta  chen|haylee  bosshard|892.208|qfm|7|28|2022|3|28|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222268.pdf|traditional|no|no|305
K223501|automated radiological image processing software|k223501|viewfinder software version 1.1|stephen  morrell|stephen  morrell|stephen  morrell|892.205|qih|11|21|2022|4|21|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223501.pdf|traditional|no|no|306
K182789|driver, wire, and bone drill, manual|k182789|kls martin individual patient solutions (ips) planning system|jennifer  damato|jennifer  damato|pam  martin|872.412|dzj|10|1|2018|3|11|2019|substantially equivalent     (sese)|dental|dental|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k182789.pdf|traditional|no|no|307
K203258|lung computed tomography system, computer-aided detection|k203258|syngo.ct lung cad|abhineet  johri|abhineet  johri|abhineet  johri|892.205|oeb|11|5|2020|3|31|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203258.pdf|traditional|no|no|308
K203578|system, imaging, optical coherence tomography (oct)|k203578|otis 2.1 optical coherence tomography system, thia optical coherence tomography system|elizabeth  munro|elizabeth  munro|cindy  domecus|892.156|nqq|12|7|2020|2|25|2021|substantially equivalent     (sese)|radiology|general & plastic surgery|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203578.pdf|special|no|no|309
K220497|automated radiological image processing software|k220497|columbo|yoana  ivanova|yoana  ivanova|yu  zhao|892.205|qih|2|22|2022|6|23|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220497.pdf|traditional|no|no|310
K230197|automated radiological image processing software|k230197|bonemri v1.6|marijn van stralen|marijn van stralen|sujith  shetty|892.205|qih|1|25|2023|2|22|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230197.pdf|special|no|no|311
K231767|radiological computer-assisted triage and notification software|k231767|annalise enterprise ctb triage trauma|haylee  bosshard|haylee  bosshard|haylee  bosshard|892.208|qas|6|16|2023|9|22|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k231767.pdf|traditional|no|no|312
K200760|computer-assisted diagnostic software for lesions suspicious for cancer|k200760|rapid aspects|jim  rosa|jim  rosa|jim  rosa|892.206|pok|3|24|2020|6|26|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200760.pdf|traditional|no|no|313
K222179|radiological computer-assisted prioritization software for lesions|k222179|annalise enterprise cxr triage trauma|minta  chen|minta  chen|haylee  bosshard|892.208|qfm|7|22|2022|3|28|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222179.pdf|traditional|no|no|314
K221183|diabetic retinopathy detection device|k221183|aeye-ds|zack  dvey-aharon|zack  dvey-aharon|john  smith|886.11|pib|4|25|2022|11|10|2022|substantially equivalent     (sese)|ophthalmic|ophthalmic|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221183.pdf|traditional|no|no|315
K230136|cabinet, x-ray system|k230136|trueview 200 pro-us specimen radiography system (trueview 200 pro-us)|xueqiao  wang|xueqiao  wang|xueqiao  wang|892.168|mwp|1|18|2023|4|24|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230136.pdf|traditional|no|no|316
K200714|system, image processing, radiological|k200714|aview|hyeyi  park|hyeyi  park|hyeyi  park|892.205|llz|3|18|2020|8|26|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200714.pdf|traditional|no|no|317
K212261|radiological computer-assisted triage and notification software|k212261|strokesens lvo|kyle  mayr|kyle  mayr|kyle  mayr|892.208|qas|7|20|2021|10|14|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212261.pdf|traditional|no|no|318
K181716|system, telethermographic (adjunctive use)|k181716|intouch thermal camera|karen  mullin|karen  mullin|karen  mullin|884.298|lhq|6|28|2018|3|25|2019|substantially equivalent     (sese)|obstetrics|gynecology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k181716.pdf|traditional|no|no|319
K212005|system, image processing, radiological|k212005|unid spine analyzer|david  ryan|david  ryan|teal  bjoraker|892.205|llz|6|28|2021|1|12|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212005.pdf|traditional|no|no|320
K202718|system, image processing, radiological|k202718|qmenta care platform family|paulo  rodrigues|paulo  rodrigues|paulo  rodrigues|892.205|llz|9|17|2020|6|16|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k202718.pdf|traditional|no|no|321
K222274|unit, x-ray, extraoral with timer|k222274|fona xdc|luigi  germano|luigi  germano|krupa  srivastava|872.18|ehd|7|29|2022|8|23|2022|substantially equivalent     (sese)|dental|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222274.pdf|special|no|no|322
K193417|radiological computer assisted detection, diagnosis software for fracture|k193417|fracturedetect (fx)|robert  lindsey|robert  lindsey|donna-bea  tillman|892.209|qbs|12|9|2019|7|30|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193417.pdf|traditional|no|no|323
K220446|system, imaging, pulsed doppler, ultrasonic|k220446|versana balance|tracey  ortiz|tracey  ortiz|lee  bush|892.155|iyn|2|16|2022|5|11|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220446.pdf|traditional|no|no|324
K211222|automated radiological image processing software|k211222|qer-quant|pooja  rao|pooja  rao|pooja  rao|892.205|qih|4|23|2021|7|30|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211222.pdf|traditional|no|no|325
K203042|system, x-ray, tomography, computed|k203042|aquilion exceed lb (tsx-202a|3) v10.6 with aice-i|paul  biggins|paul  biggins|892.175|jak|10|6|2020|12|10|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203042.pdf|traditional|no|no|326
K211733|radiological computer-assisted prioritization software for lesions|k211733|lunit insight cxr triage|seulhee  jung|seulhee  jung|colin s. jacob|892.208|qfm|6|4|2021|11|10|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211733.pdf|traditional|no|no|327
K211218|pump, infusion|k211218|bd alaris system with guardrails suite mx v12.1.2|laurie  cartwright|laurie  cartwright|laurie  cartwright|880.5725|frn|4|23|2021|7|21|2023|substantially equivalent     (sese)|general hospital|general hospital|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211218.pdf|traditional|no|no|328
K201860|abutment, implant, dental, endosseous|k201860|elos accurate hybrid base|tina friis poulsen|tina friis poulsen|tina friis poulsen|872.363|nha|7|6|2020|2|19|2021|substantially equivalent     (sese)|dental|dental|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201860.pdf|traditional|no|no|329
K181572|radiological image processing software for radiation therapy|k181572|workflow box|gwilym  owen|gwilym  owen|mark  job|892.205|qkb|6|14|2018|7|10|2018|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k181572.pdf|traditional|yes|no|330
K231928|radiological image processing software for radiation therapy|k231928|efai rtsuite ct hcap-segmentation system|joseph  chang|joseph  chang|ti-hao  wang|892.205|qkb|6|30|2023|9|25|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k231928.pdf|special|no|no|331
K182336|system, tomography, computed, emission|k182336|subtlepet|enhao  gong|enhao  gong|terese  bogucki|892.12|kps|8|28|2018|11|30|2018|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k182336.pdf|traditional|no|no|332
K213504|system, x-ray, tomography, computed|k213504|aquilion one (tsx-306a/3) v10.12 with spectral imaging system, vitrea software package, vstp-001a|paul  biggins|paul  biggins|orlando  tadeo|892.175|jak|11|1|2021|6|16|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213504.pdf|traditional|no|no|333
K220929|system, image management, ophthalmic|k220929|excelsior|yijuan  huang|yijuan  huang|maureen  o'connell|892.205|nfj|3|31|2022|10|31|2022|substantially equivalent     (sese)|radiology|ophthalmic|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220929.pdf|traditional|no|no|334
K183460|system, image processing, radiological|k183460|clarict.ai|hyun-sook  park|hyun-sook  park|carl  alletto|892.205|llz|12|13|2018|6|13|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k183460.pdf|traditional|no|no|335
K213155|radiological image processing software for radiation therapy|k213155|rt-mind-ai|shaobin  wang|shaobin  wang|diana  hong|892.205|qkb|9|28|2021|12|15|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213155.pdf|traditional|no|no|336
K222036|automated radiological image processing software|k222036|mpxa-2000|hye-ri  choi|hye-ri  choi|hye-ri  choi|892.205|qih|7|11|2022|3|22|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222036.pdf|traditional|no|no|337
K201103|system, image processing, radiological|k201103|xeleris v processing and review systems|alexandra  lifshits|alexandra  lifshits|alexandra  lifshits|892.205|llz|4|24|2020|9|25|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201103.pdf|traditional|no|no|338
K222540|tomographic imager combining emission computed tomography with nuclear magnetic resonance|k222540|upmr 790|xin  gao|xin  gao|xin  gao|892.12|ouo|8|22|2022|11|14|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222540.pdf|traditional|no|no|339
K221011|powered microneedle device|k221011|ai.me system|william h mcgrail|william h mcgrail|william h mcgrail|878.443|qai|4|5|2022|12|20|2022|substantially equivalent     (sese)|general & plastic surgery|general & plastic surgery|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221011.pdf|traditional|no|no|340
K220408|radiological image processing software for radiation therapy|k220408|aview rt acs|hyeyi  park|hyeyi  park|hyeyi  park|892.205|qkb|2|14|2022|11|10|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220408.pdf|traditional|no|no|341
K182034|system, image processing, radiological|k182034|arterys mica|sharon  cholowsky|sharon  cholowsky|sharon  cholowsky|892.205|llz|7|30|2018|10|17|2018|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k182034.pdf|traditional|no|no|342
K220499|radiological computer-assisted triage and notification software|k220499|rapid pe triage and notification (petn)|james  rosa|james  rosa|jim  rosa|892.208|qas|2|22|2022|5|17|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220499.pdf|traditional|no|no|343
K221962|recorder, event, implantable cardiac, (with arrhythmia detection)|k221962|linq ii insertable cardiac monitor|dianna l. johannson|dianna l. johannson|dianna l. johannson|870.1025|mxd|7|5|2022|8|25|2022|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221962.pdf|traditional|no|no|344
K210561|insulin pump therapy adjustment calculator for healthcare professionals|k210561|advisor pro platform|inbal  beinglass peled|inbal  beinglass peled|inbal  beinglass peled|862.1358|qcc|2|25|2021|9|28|2021|substantially equivalent     (sese)|clinical chemistry|clinical chemistry|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210561.pdf|traditional|no|no|345
K193298|radiological computer-assisted triage and notification software|k193298|briefcase|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qas|11|27|2019|6|19|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193298.pdf|traditional|no|no|346
K192287|radiological computer assisted detection, diagnosis software for lesions suspicious for cancer|k192287|transpara|umar  waqas|umar  waqas|umar  waqas|892.209|qdq|8|22|2019|12|10|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k192287.pdf|traditional|no|no|347
K210719|automated radiological image processing software|k210719|change healthcare anatomical ai|chester  mccoy|chester  mccoy|chester  mccoy|892.205|qih|3|10|2021|7|20|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210719.pdf|traditional|no|no|348
K222272|unit, cryosurgical, accessories|k222272|trufreeze console, pn cc301; aire pv passive venting catheter, pn co840703; 16 fr cdt 5 pack, pn 2000181; 20fr cdt 5 pack, pn acccc3cdt05; active venting spray kit, 20 fr cdt, pn 2000177; active venting spray kit 16 fr cdt, pn 20000516; rapid av catheter 5 pack, pn 2000184|carroll  martin|carroll  martin|carroll  martin|878.435|geh|7|29|2022|8|18|2022|substantially equivalent     (sese)|general & plastic surgery|general & plastic surgery|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222272.pdf|special|no|no|349
K201555|computer-assisted diagnostic software for lesions suspicious for cancer|k201555|echogo pro|melissa  clark|melissa  clark|melissa  clark|892.206|pok|6|10|2020|12|18|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201555.pdf|traditional|no|no|350
K230899|radiological computer-assisted prioritization software for lesions|k230899|qxr-ptx-pe|ayushi  mahendra|ayushi  mahendra|ayushi  mahendra|892.208|qfm|3|31|2023|8|22|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230899.pdf|traditional|no|no|351
K202094|computer, diagnostic, programmable|k202094|cardiovascular suite 4.2.1|vincenzo  gemignani|vincenzo  gemignani|dallas l. thomas|870.1425|dqk|7|28|2020|1|11|2022|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k202094.pdf|traditional|no|no|352
K230553|recorder, event, implantable cardiac, (with arrhythmia detection)|k230553|linq ii insertable cardiac monitor, carelink smartsync linq ii icm application|kerry  luyster|kerry  luyster|kerry  luyster|870.1025|mxd|2|28|2023|4|26|2023|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230553.pdf|traditional|no|no|353
K211611|automated radiological image processing software|k211611|qir suite|jean-joseph  christophe|jean-joseph  christophe|catherine  gloster|892.205|qih|5|25|2021|9|30|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211611.pdf|traditional|no|no|354
K223322|system, image processing, radiological|k223322|argus cognitive revision software|attila  meretei|attila  meretei|andrea  marosan|892.205|llz|10|31|2022|7|24|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223322.pdf|traditional|no|no|355
K203699|system, x-ray, tomography, computed|k203699|syngo. ct extended functionalities|alaine  medio|alaine  medio|alaine  medio|892.175|jak|12|18|2020|4|30|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203699.pdf|traditional|no|no|356
K193351|radiological computer-assisted triage and notification software|k193351|ninesai|russell  stewart|russell  stewart|john j. smith|892.208|qas|12|3|2019|4|21|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193351.pdf|traditional|no|no|357
K220619|system, imaging, pulsed doppler, ultrasonic|k220619|vivid s60n, vivid s70n|tracey  ortiz|tracey  ortiz|lee  bush|892.155|iyn|3|3|2022|7|15|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220619.pdf|traditional|no|no|358
K181704|radiological computer assisted detection, diagnosis software for lesions suspicious for cancer|k181704|transpara|nico  karssemeijer|nico  karssemeijer|nico  karssemeijer|892.209|qdq|6|27|2018|11|21|2018|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k181704.pdf|traditional|no|no|359
K212519|analyzer, medical image|k212519|overjet caries assist|wardah  inam|wardah  inam|adam  odeh|892.207|myn|8|10|2021|5|10|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212519.pdf|traditional|no|no|360
K203448|system, x-ray, tomography, computed|k203448|uct atlas with uws-ct-dual energy analysis|xin  gao|xin  gao|xin  gao|892.175|jak|11|23|2020|8|11|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203448.pdf|traditional|no|no|361
K220624|system, image processing, radiological|k220624|ai4cmr v1.0|carla  almeida|carla  almeida|carla  almeida|892.205|llz|3|3|2022|7|22|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220624.pdf|traditional|no|no|362
K193658|radiological computer-assisted triage and notification software|k193658|viz ich|gregory  ramina|gregory  ramina|gregory  ramina|892.208|qas|12|30|2019|3|18|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193658.pdf|traditional|no|no|363
K212690|automated radiological image processing software|k212690|qxr-bt|bunty  kundnani|bunty  kundnani|bunty  kundnani|892.205|qih|8|25|2021|12|21|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212690.pdf|traditional|no|no|364
K202089|semen analysis device|k202089|lenshooke x1 pro semen quality analyzer, lenshooke x1 pro se semen quality analyzer|brown  hsu|brown  hsu|feng-yu  lee|864.522|pov|7|28|2020|10|28|2020|substantially equivalent     (sese)|hematology|hematology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k202089.pdf|special|no|no|365
K210071|system, image processing, radiological|k210071|sis system (version 5.1.0)|ann  quinlan-smith|ann  quinlan-smith|kelliann h. payne|892.205|llz|1|11|2021|3|31|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210071.pdf|traditional|no|no|366
K213272|automated radiological image processing software|k213272|formus hip|richie  christian|richie  christian|richie  christian|892.205|qih|9|30|2021|3|31|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213272.pdf|traditional|no|no|367
K212960|system, imaging, pulsed doppler, ultrasonic|k212960|aplio a550, aplio a450, and aplio a, diagnostic ultrasound system, software v6.5|paul  biggins|paul  biggins|yoshiaki  cook|892.155|iyn|9|16|2021|3|22|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212960.pdf|traditional|no|no|368
K212441|system, x-ray, tomography, computed|k212441|philips incisive ct|shiguang  an|shiguang  an|shiguang  an|892.175|jak|8|4|2021|4|27|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212441.pdf|traditional|no|no|369
K173780|system, image processing, radiological|k173780|echomd automated ejection fraction software|charles  cadieu|charles  cadieu|yarmela  pavlovic|892.205|llz|12|12|2017|6|14|2018|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf17/k173780.pdf|traditional|no|no|370
