,query_id,device_classification_name,approval_number,device_name,applicant_name,applicant_contact,correspondent_name,regulation_number,classification_product_code,date_received,decision_date,decision,regulation_medical_specialty,review_panel,summary_link,type,reviewed_by_third_party,combination_product
8632,K193334,"full field digital, system, x-ray, mammographic",k193334,pristina serena bright,barthelemy  arman,barthelemy  arman,barthelemy  arman,892.1715,mue,12/02/2019,05/15/2020,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193334.pdf,traditional,no,no
8633,K202396,"system, test, automated, antimicrobial susceptibility, short incubation",k202396,vitek 2 ast-gram positive fosfomycin (<=8 - >=256 ug/ml),debra  broyles,debra  broyles,debra  broyles,866.1645,lon,08/21/2020,09/14/2021,substantially equivalent     (sese),microbiology,microbiology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k202396.pdf,traditional,no,no
8634,K200760,computer-assisted diagnostic software for lesions suspicious for cancer,k200760,rapid aspects,jim  rosa,jim  rosa,jim  rosa,892.2060,pok,03/24/2020,06/26/2020,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200760.pdf,traditional,no,no
8635,K183024,"implant, endosseous, root-form",k183024,implacil implant system,thiago  toni,thiago  toni,janine  treter,872.3640,dze,11/01/2018,02/13/2020,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k183024.pdf,traditional,no,no
8636,K192114,"massager, powered inflatable tube",k192114,game ready grpro 2.1 system,natalie  kennel,natalie  kennel,natalie  kennel,890.5650,irp,08/06/2019,10/29/2019,substantially equivalent     (sese),physical medicine,physical medicine,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192114.pdf,traditional,no,no
8637,K203215,"thermometer, electronic, clinical",k203215,radius t wearable thermometer,sindura  penubarthi,sindura  penubarthi,sindura  penubarthi,880.2910,fll,11/02/2020,06/11/2021,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203215.pdf,traditional,no,no
8638,K173968,"abutment, implant, dental, endosseous",k173968,straumann variobase for bridge/bar cylindrical,gordon  dodds,gordon  dodds,jennifer m jackson,872.3630,nha,12/29/2017,07/17/2018,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173968.pdf,traditional,no,no
8639,K231292,"plate, fixation, bone",k231292,tamina 3.5mm proximal humerus system; poya 3.5mm lateral proximal tibia system; lorraine 3.5mm distal humerus system,michelle  gumpelmayer,michelle  gumpelmayer,dawn  balazs-metz,888.3030,hrs,05/04/2023,07/19/2023,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231292.pdf,traditional,no,no
8640,K210633,"catalytic methods, amylase",k210633,amylase2,magdalena  suszko,magdalena  suszko,magdalena  suszko,862.1070,jfj,03/03/2021,05/26/2022,substantially equivalent     (sese),clinical chemistry,clinical chemistry,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210633.pdf,traditional,no,no
8641,K183515,"motor, drill, electric",k183515,"mr8 drill system, midas rex mr8 clearview tools",jenna  groves,jenna  groves,jenna  groves,882.4360,hbc,12/18/2018,05/12/2019,substantially equivalent     (sese),neurology,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k183515.pdf,traditional,no,no
8642,K183317,"plate, fixation, bone",k183317,advantagerib system,andrew  davison,andrew  davison,lauren  smith,888.3030,hrs,11/30/2018,02/14/2019,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k183317.pdf,special,no,no
8643,K213392,dental stereotaxic instrument,k213392,inliant surgical navigation system,marty  dymek,marty  dymek,pamela  buckman,872.4120,plv,10/15/2021,02/22/2022,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k213392.pdf,traditional,no,no
8644,K172315,"catheter, peripheral, atherectomy",k172315,straub endovascular system,amy  ehlenfeldt,amy  ehlenfeldt,barbara  atzenhoefer,870.4875,mcw,08/01/2017,04/12/2018,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k172315.pdf,traditional,no,no
8645,K212107,"electrosurgical, cutting & coagulation & accessories",k212107,reverso,amit  goren,amit  goren,amit  goren,878.4400,gei,07/06/2021,11/10/2021,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212107.pdf,traditional,no,no
8646,K223138,"system, ablation, microwave and accessories",k223138,"ab1 electrosurgical instrument, creo electrosurgical system",tiffany  powell,tiffany  powell,phil  triolo,878.4400,ney,10/04/2022,06/26/2023,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k223138.pdf,traditional,no,no
8647,K172846,"cannula, manipulator/injector, uterine",k172846,uterine manipulator,liying  zhang,liying  zhang,diana  hong,884.4530,lkf,09/19/2017,06/26/2018,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k172846.pdf,traditional,no,no
8648,K191458,"abutment, implant, dental, endosseous",k191458,legacy smartbase abutments,reina  choi,reina  choi,yarmela  pavlovic,872.3630,nha,05/31/2019,10/10/2019,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191458.pdf,traditional,no,no
8649,K210496,polymer patient examination glove,k210496,nautilus nitrile exam gloves,mesh  gelman,mesh  gelman,mesh  gelman,880.6250,lza,02/22/2021,05/26/2021,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210496.pdf,abbreviated,no,no
8650,K202792,"aligner, sequential",k202792,brius clear aligners,kate  garrett,kate  garrett,jennifer  day,872.5470,nxc,09/22/2020,01/22/2021,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k202792.pdf,traditional,no,no
8651,K181379,helicobacter pylori,k181379,h. pylori quik chek,donna t. link,donna t. link,donna t. link,866.3110,lyr,05/24/2018,08/21/2018,substantially equivalent     (sese),microbiology,microbiology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181379.pdf,traditional,no,no
8652,K180421,automatic event detection software for full-montage electroencephalograph,k180421,natus neuroworks,shane  sawall,shane  sawall,sanjay  mehta,882.1400,omb,02/16/2018,03/14/2018,substantially equivalent     (sese),neurology,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180421.pdf,special,no,no
8653,K193340,"system, test, blood glucose, over the counter",k193340,"gochek blood glucose monitoring system, gochek connect blood glucose monitoring system",dore  mark,dore  mark,mingzi  hussey,862.1345,nbw,12/02/2019,09/11/2020,substantially equivalent     (sese),clinical chemistry,clinical chemistry,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193340.pdf,traditional,no,no
8654,K223662,"sterilization wrap containers, trays, cassettes & other accessories",k223662,neodent implant system - helix short surgical kit cases,barbara  uzae,barbara  uzae,"jennifer m. jackson, ms",880.6850,kct,12/06/2022,04/20/2023,substantially equivalent     (sese),general hospital,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k223662.pdf,traditional,no,no
8655,K211710,posterior cervical screw system,k211710,"ascent poct system, centurion poct system, spinal fixation system (sfs), firebird spinal fixation systems: (firebird deformity spinal fixation system, phoenix mis spinal fixation system, phoenix cdx mis spinal fixation system, janus midline fixation screws, firebird nxg spinal fixation system, janu",jacki  koch,jacki  koch,jacki  koch,888.3075,nkg,06/03/2021,07/30/2021,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k211710.pdf,traditional,no,no
8656,K203084,"computer, diagnostic, programmable",k203084,ablamap software,frank  rodrigues,frank  rodrigues,frank  rodrigues,870.1425,dqk,10/13/2020,08/31/2021,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203084.pdf,traditional,no,no
8657,K181066,polymer patient examination glove,k181066,powder free nitrile examination glove (blue) with low dermatitis claim and with tested for use with chemotherapy drugs claims,suresh  kumar,suresh  kumar,suresh  kumar,880.6250,lza,04/23/2018,09/26/2018,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181066.pdf,traditional,no,no
8658,K173257,"implant, endosseous, root-form",k173257,bti dental implant system unicca,fernanda o ros,fernanda o ros,fernanda o ros,872.3640,dze,10/10/2017,08/17/2018,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173257.pdf,traditional,no,no
8659,K231448,"prosthesis, hip, hemi-, femoral, metal ball",k231448,tandem hip system,nikita  deshpande,nikita  deshpande,nikita  deshpande,888.3360,lzy,05/18/2023,07/19/2023,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231448.pdf,traditional,no,no
8660,K193414,bone wedge,k193414,trigon ha stand-alone wedge fixation system,diana  langham,diana  langham,jeffrey  brittan,888.3030,plf,12/09/2019,02/25/2020,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193414.pdf,traditional,no,no
8661,K201001,"lithotriptor, extracorporeal shock-wave, urological",k201001,modulith slx-f2,winkie  wong,winkie  wong,winkie  wong,876.5990,lns,04/16/2020,03/30/2021,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k201001.pdf,traditional,no,no
8662,K182700,transcranial magnetic stimulator,k182700,nexstim navigated brain therapy (nbt) system 2,anna  honkanen,anna  honkanen,anna  honkanen,882.5805,obp,09/27/2018,03/22/2019,substantially equivalent     (sese),neurology,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182700.pdf,traditional,no,no
8663,K213557,powered laser surgical instrument,k213557,finexel,taehi  chang,taehi  chang,chi  young,878.4810,gex,11/08/2021,04/12/2022,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,,traditional,no,no
8664,K222179,radiological computer-assisted prioritization software for lesions,k222179,annalise enterprise cxr triage trauma,minta  chen,minta  chen,haylee  bosshard,892.2080,qfm,07/22/2022,03/28/2023,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222179.pdf,traditional,no,no
8665,K191414,"prosthesis, hip, semi-constrained, metal/polymer, cemented",k191414,"exeter centralizer, exeter 2.5mm plug",denise  daugert,denise  daugert,denise  daugert,888.3350,jdi,05/28/2019,08/28/2019,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191414.pdf,traditional,no,no
8666,K210183,powered laser surgical instrument,k210183,waterlase iplus,katy  nennig,katy  nennig,katy  nennig,878.4810,gex,01/25/2021,04/21/2022,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210183.pdf,traditional,no,no
8667,K221183,diabetic retinopathy detection device,k221183,aeye-ds,zack  dvey-aharon,zack  dvey-aharon,john  smith,886.1100,pib,04/25/2022,11/10/2022,substantially equivalent     (sese),ophthalmic,ophthalmic,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221183.pdf,traditional,no,no
8668,K210809,"prosthesis, knee, patellofemorotibial, semi-constrained, cemented, polymer/metal/polymer",k210809,itotal® identity™ cruciate retaining (cr) knee replacement system (krs),mary  kruitwagen,mary  kruitwagen,mary  kruitwagen,888.3560,jwh,03/17/2021,05/12/2021,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210809.pdf,traditional,no,no
8669,K192669,condom,k192669,"extremely thin 003, zero zero three",yu  tadano,yu  tadano,jeffrey n. gibbs,884.5300,his,09/25/2019,07/24/2020,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192669.pdf,abbreviated,no,no
8670,K230402,temporary carotid catheter for embolic capture,k230402,enroute® transcarotid neuroprotection system,denise  aycox,denise  aycox,denise  aycox,870.1250,nte,02/15/2023,04/11/2023,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k230402.pdf,special,no,no
8671,K180263,"prosthesis, hip, semi-constrained, metal/ceramic/polymer, cemented or non-porous, uncemented",k180263,ecofit vit e acetabular system,juliane  hoeppner,juliane  hoeppner,dave  mcgurl,888.3353,lzo,01/30/2018,07/20/2018,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180263.pdf,traditional,no,no
8672,K230136,"cabinet, x-ray system",k230136,trueview 200 pro-us specimen radiography system (trueview 200 pro-us),xueqiao  wang,xueqiao  wang,xueqiao  wang,892.1680,mwp,01/18/2023,04/24/2023,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k230136.pdf,traditional,no,no
8673,K191077,"pump, blood, cardiopulmonary bypass, non-roller type",k191077,"affinity cp centrifugal blood pump, affinity cp centrifugal blood pump with balance biosurface, affinity cp centrifugal blood pump with cortive bioactive surface, medtronic external drive motor",harsh  dharamshi,harsh  dharamshi,harsh  dharamshi,870.4360,kfm,04/23/2019,08/27/2019,substantially equivalent     (sese),cardiovascular,cardiovascular,,traditional,no,no
8674,K173956,"catheter, intravascular, therapeutic, long-term greater than 30 days",k173956,biowy plcc catheter,andre von muller,andre von muller,andre von muller,880.5970,ljs,12/28/2017,05/21/2018,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173956.pdf,traditional,no,no
8675,K192169,"computer, diagnostic, pre-programmed, single-function",k192169,pulsioflex monitoring system with proaqt sensor,tobias  klaempfl,tobias  klaempfl,mark  smith,870.1435,dxg,08/09/2019,04/30/2020,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192169.pdf,traditional,no,no
8676,K192581,"device, jaw repositioning",k192581,the nightblocks appliance,scott  simonetti,scott  simonetti,scott  simonetti,872.5570,lqz,09/19/2019,01/28/2020,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192581.pdf,traditional,no,no
8677,K222082,"intervertebral fusion device with bone graft, lumbar",k222082,"aprevo® anterior and lateral lumbar interbody fusion devices, aprevo® transforaminal lumbar interbody fusion devices",karen  liu,karen  liu,karen  liu,888.3080,max,07/15/2022,08/12/2022,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222082.pdf,special,no,no
8678,K180307,orthopedic stereotaxic instrument,k180307,mazor x,shiran  conforti,shiran  conforti,ahava  stein,882.4560,olo,02/02/2018,04/30/2018,substantially equivalent     (sese),neurology,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180307.pdf,special,no,no
8679,K221629,"stapler, surgical",k221629,tri-staple™ 2.0 black circular reloads (for use with signia™ circular adapters),katherine y. choi,katherine y. choi,katherine y. choi,878.4740,gag,06/06/2022,02/22/2023,substantially equivalent     (sese),general hospital,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221629.pdf,traditional,no,no
8680,K193053,hemoglobin a1c test system,k193053,tina-quant hemoglobin a1cdx gen.3,leslie  patterson,leslie  patterson,leslie  patterson,862.1373,pdj,11/01/2019,03/26/2020,substantially equivalent     (sese),clinical chemistry,clinical chemistry,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193053.pdf,traditional,no,no
8681,K223916,"tube, gastro-enterostomy",k223916,puma-g system,jack  kent,jack  kent,jack  kent,876.5980,kgc,12/29/2022,03/29/2023,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k223916.pdf,traditional,no,no
8682,K190852,"transducer, pressure, catheter tip",k190852,zurich pressure guidewire system model 100,kin-joe  sham,kin-joe  sham,mark  job,870.2870,dxo,04/02/2019,08/14/2019,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190852.pdf,traditional,yes,no
8683,K214016,"set, administration, for peritoneal dialysis, disposable",k214016,15l cycler drainage bag,maninee  patel,maninee  patel,maninee  patel,876.5630,kdj,12/22/2021,03/18/2022,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k214016.pdf,traditional,no,no
8684,K210025,home uterine activity monitor,k210025,invu by nuvo,chen  rubinstein,chen  rubinstein,janice  hogan,884.2730,lqk,01/04/2021,05/28/2021,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210025.pdf,traditional,no,no
8685,K231024,fluid jet removal system,k231024,aquabeam robotic system,sara  muddell,sara  muddell,sara  muddell,876.4350,pzp,04/11/2023,08/30/2023,substantially equivalent     (sese),general & plastic surgery,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231024.pdf,traditional,no,no
8686,K210102,"mask, surgical",k210102,topwide surgical face mask,shoucheng  zhang,shoucheng  zhang,jimmy  wu,878.4040,fxx,01/14/2021,12/17/2021,substantially equivalent     (sese),general & plastic surgery,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210102.pdf,traditional,no,no
8687,K210375,polymer patient examination glove,k210375,powder free blue nitrile examination glove,terence  lim,terence  lim,terence  lim,880.6250,lza,02/08/2021,06/21/2021,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210375.pdf,traditional,no,no
8688,K221243,"lubricant, personal",k221243,ofnat lubricant (l15),kc  nguyen,kc  nguyen,carole c carey,884.5300,nuc,05/02/2022,09/30/2022,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221243.pdf,traditional,no,no
8689,K190194,"unit, cryosurgical, accessories",k190194,"c2 cryoballoon catheter (pear), c2 cryoballoon (standard), c2 cryoballoon controller, c2 cryoballoon foot pedal, c2 cryoballoon cartridge",gurvinder singh nanda,gurvinder singh nanda,gurvinder singh nanda,878.4350,geh,02/04/2019,05/31/2019,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190194.pdf,traditional,no,no
8690,K212045,cranial measurement software,k212045,softspot,joshua d levin,joshua d levin,joshua d levin,878.4800,qqo,06/30/2021,09/28/2021,substantially equivalent     (sese),general & plastic surgery,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212045.pdf,traditional,no,no
8691,K213250,powered laser surgical instrument,k213250,secret duo,moon  mason,moon  mason,kathy  maynor,878.4810,gex,09/30/2021,06/24/2022,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,,traditional,no,no
8692,K202769,orthopedic stereotaxic instrument,k202769,velys™ robotic-assisted solution,erin  combs,erin  combs,stephanie  elvin,882.4560,olo,09/21/2020,01/14/2021,substantially equivalent     (sese),neurology,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k202769.pdf,traditional,no,no
8693,K180704,"system, imaging, pulsed doppler, ultrasonic",k180704,sonosite iviz ultrasound system,sudipta  chakrabarti,sudipta  chakrabarti,mark  job,892.1550,iyn,03/19/2018,04/13/2018,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180704.pdf,abbreviated,yes,no
8694,K220553,"electrode, depth",k220553,"neuro omega system, neurosmart system",efrat  shamgar,efrat  shamgar,efrat  shamgar,882.1330,gzl,02/28/2022,09/16/2022,substantially equivalent     (sese),neurology,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k220553.pdf,special,no,no
8695,K190342,"dressing, wound, drug",k190342,biafine topical cream,marci  halevi,marci  halevi,marci  halevi,,fro,02/14/2019,10/18/2019,substantially equivalent     (sese),,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190342.pdf,traditional,no,yes
8696,K172796,"laparoscope, gynecologic (and accessories)",k172796,flex robotic system and flex transabdominal drive,linda j varroso,linda j varroso,linda j varroso,884.1720,het,09/15/2017,01/18/2018,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k172796.pdf,traditional,no,no
8697,K191339,"intervertebral fusion device with bone graft, lumbar",k191339,zavation ezspand interbody system,matt  jones,matt  jones,matt  jones,888.3080,max,05/20/2019,08/19/2019,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191339.pdf,traditional,no,no
8698,K203023,thoracolumbosacral pedicle screw system,k203023,pisces spinal system,divya  palan,divya  palan,darlene  hull,888.3070,nkb,10/02/2020,07/14/2021,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203023.pdf,traditional,no,no
8699,K192319,"system, imaging, pulsed doppler, ultrasonic",k192319,"hera w9 diagnostic ultrasound system, hera w10 diagnostic ultrasound system",ji yea lee,ji yea lee,ji yea lee,892.1550,iyn,08/26/2019,12/10/2019,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192319.pdf,traditional,no,no
8700,K190441,nucleic acid detection system for non-viral microorganism(s) causing sexually transmitted infections,k190441,"xpert ct/ng, genexpert dx system, genexpert infinity-48s and genexpert infinity-80 systems, genexpert infinity-48 system, xpert vaginal/endocervical specimen collection, xpert urine specimen collection kit, xpert swab specimen collection kit",yi-ping  lin,yi-ping  lin,sudhakar  marla,866.3393,qep,02/25/2019,05/23/2019,substantially equivalent     (sese),microbiology,microbiology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190441.pdf,traditional,no,no
8701,K181967,"thermometer, electronic, clinical",k181967,disposable temperature probe,jiaan  huang,jiaan  huang,tracy  che,880.2910,fll,07/23/2018,12/10/2018,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181967.pdf,traditional,no,no
8702,K222514,"sterilization wrap containers, trays, cassettes & other accessories",k222514,s.i.n. instrument kits,denise  domiciano,denise  domiciano,kevin a thomas,880.6850,kct,08/19/2022,10/27/2022,substantially equivalent     (sese),general hospital,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222514.pdf,traditional,no,no
8703,K202832,"implant, endosseous, root-form",k202832,implacil implant system,thiago  toni,thiago  toni,thiago  toni,872.3640,dze,09/25/2020,05/26/2021,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k202832.pdf,traditional,no,no
8704,K200704,"system, image processing, radiological",k200704,zedview,takao  kusunoki,takao  kusunoki,takao  kusunoki,892.2050,llz,03/18/2020,05/27/2021,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200704.pdf,traditional,no,no
8705,K220801,influenza a and influenza b multiplex nucleic acid assay,k220801,"id now instrument, id now influenza a & b 2, id now strep a 2",jessica  stahle,jessica  stahle,jessica  stahle,866.3980,oze,03/18/2022,06/24/2022,substantially equivalent     (sese),microbiology,microbiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k220801.pdf,special,no,no
8706,K200714,"system, image processing, radiological",k200714,aview,hyeyi  park,hyeyi  park,hyeyi  park,892.2050,llz,03/18/2020,08/26/2020,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200714.pdf,traditional,no,no
8707,K230993,"appliance, fixation, spinal intervertebral body",k230993,coda™ anterior cervical plate system,alicia  kaufman,alicia  kaufman,alicia  kaufman,888.3060,kwq,04/06/2023,06/20/2023,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k230993.pdf,special,no,no
8708,K192242,"accelerator, linear, medical",k192242,"synergy platform, synergy, infinity, versahd",irina  proutski,irina  proutski,irina  proutski,892.5050,iye,08/19/2019,11/22/2019,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192242.pdf,traditional,no,no
8709,K222733,polymer patient examination glove,k222733,disposable nitrile examination glove (tested for use with chemotherapy drug),guo  hua,guo  hua,boyle  wang,880.6250,lza,09/09/2022,12/11/2022,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222733.pdf,traditional,no,no
8710,K191159,"generator, oxygen, portable",k191159,"concentrator with single battery pack, carry bag with shoulder strap, back pack shoulder straps, a, poc1 usb bluetooth dongle, poc1 invacare mobile medical application accessory for use on ios and android devices, invacare platinum mobile oxygen concentrator with connectivity",elijah  wreh,elijah  wreh,elijah  wreh,868.5440,caw,05/01/2019,08/29/2019,substantially equivalent     (sese),anesthesiology,anesthesiology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191159.pdf,traditional,no,no
8711,K180511,laser for disruption of adipocyte cells for aesthetic use,k180511,eon fr,ahmed  mohammed,ahmed  mohammed,ahmed  mohammed,878.5400,pkt,02/27/2018,06/12/2019,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,,traditional,no,no
8712,K173390,"system, image processing, radiological",k173390,hipeos,camille  vernay,camille  vernay,camille  vernay,892.2050,llz,10/30/2017,04/27/2018,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173390.pdf,traditional,no,no
8713,K200163,"device, fertility diagnostic, proceptive",k200163,ava fertility tracker,blathnaid  feldman,blathnaid  feldman,blathnaid  feldman,,lhd,01/22/2020,01/19/2021,substantially equivalent     (sese),,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200163.pdf,traditional,no,no
8714,K212261,radiological computer-assisted triage and notification software,k212261,strokesens lvo,kyle  mayr,kyle  mayr,kyle  mayr,892.2080,qas,07/20/2021,10/14/2021,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212261.pdf,traditional,no,no
8715,K182457,"wire, guide, catheter",k182457,"hi-torque vektor, .014, 195cm, str, hi-torque vektor, .014, 195cm, j, hi-torque vektor, .014, 300cm, str, hi-torque vektor, .014, 300cm, j",tom j. healy,tom j. healy,tom j. healy,870.1330,dqx,09/07/2018,04/18/2019,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182457.pdf,traditional,no,no
8716,K190369,"introducer, catheter",k190369,m-y sheath,mubin  syed,mubin  syed,lloyd h griese,870.1340,dyb,02/15/2019,04/17/2019,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190369.pdf,traditional,no,no
8717,K173264,"accessory, assisted reproduction",k173264,embryoscope+,belinda  dueholm,belinda  dueholm,belinda  dueholm,884.6120,mqg,10/11/2017,05/11/2018,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173264.pdf,traditional,no,no
8718,K181716,"system, telethermographic (adjunctive use)",k181716,intouch thermal camera,karen  mullin,karen  mullin,karen  mullin,884.2980,lhq,06/28/2018,03/25/2019,substantially equivalent     (sese),obstetrics/gynecology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181716.pdf,traditional,no,no
