,query_id,device,generic_name,applicant,pma_number,date_received,decision_date,product_code,docket_number,notice_date,advisory_committee,expedited_review_granted,combination_product,approval_order,summary,labeling,supplements,recalls
661,P180050,barostim neo® system,"stimulator, carotid sinus nerve","cvrx, inc.9201 west broadway ave, ste 650minneapolis, mn 55445",p180050,12/20/2018,08/16/2019,dsr,19m-3862,08/16/2019,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf18/p180050b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s010,
662,P030006,prolieve thermodilatation  system,"system, hyperthermia, rf/microwave (benign prostatic hyperplasia),thermotherapy","medifocus, inc10240 old columbia roadsuite gcolumbia, md 21046",p030006,03/24/2003,02/19/2004,meq,04m-0116,03/09/2004,gastroenterology/urology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf3/p030006b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028,cdrh recalls
663,P160004,gore tigris vascular stent,"stent, superficial femoral artery","w. l. gore & associates, inc.3250 west kiltie laneflagstaff, az 86005",p160004,02/01/2016,07/27/2016,nip,16m-2332,08/05/2016,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160004b.pdf,labelinglabeling part 2,s001 s002 s004 s005 s006 s007 s008 s009 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029,
664,P180035,misight 1 day (omafilcon a) soft (hydrophilic) contact lenses for daily wear,daily wear soft contact lens to reduce the progression of myopia,"coopervision, inc.5870 stoneridge drivesuite 1pleasanton, ca 94588",p180035,09/04/2018,11/15/2019,qit,19m-5438,11/19/2019,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf18/p180035b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019,
665,P210003,"architect hbsag next qualitative reagent kit, architect hbsag next confirmatory reagent kit, architect hbsag next qualit","test, hepatitis b (b core, be antigen, be antibody, b core igm)","abbott laboratories100 abbott park roaddept: 09aa bldg: ap8-1abbott park, il 60064",p210003,02/08/2021,08/10/2022,lom,22m-1906,08/15/2022,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf21/p210003b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008,
666,P970013,microny pacemakers,"pulse-generator, single chamber, sensor driven, implantable","abbott medical15900 valley view courtsylmar, ca 91335",p970013,01/03/1997,12/21/2000,lwo,01m-0013,01/16/2001,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p970013b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s047 s048 s049 s050 s051 s052 s054 s055 s056 s057 s058 s059 s060 s063 s064 s065 s066 s067 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092,
667,P140030,astron peripheral self-expanding nitinol stent system,"stent, iliac","biotronik, inc.6024 jean roadlake oswego, or 97035",p140030,12/18/2014,12/17/2015,nio,15m-4947,12/22/2015,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf14/p140030b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016,
668,P860004,medtronic(r) synchromed(tm) pump & infusion system,"pump, infusion, implanted, programmable","medtronic inc.7000 central avenue neminneapolis, mn 55432-3576",p860004,02/03/1986,03/14/1988,lkk,88m-0114,05/11/1988,general hospital,no,yes,,,,s001 s002 s003 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s016 s017 s019 s020 s022 s023 s024 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s045 s046 s047 s048 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s114 s115 s116 s117 s118 s119 s120 s121 s122 s123 s124 s125 s126 s127 s128 s129 s130 s131 s132 s133 s134 s135 s136 s137 s138 s139 s140 s142 s143 s144 s145 s146 s147 s148 s149 s150 s151 s152 s153 s154 s155 s156 s157 s158 s159 s160 s161 s162 s163 s164 s166 s167 s168 s169 s170 s171 s173 s174 s175 s176 s177 s178 s179 s180 s181 s182 s184 s185 s186 s187 s188 s189 s190 s191 s192 s193 s194 s195 s196 s197 s198 s199 s200 s201 s202 s203 s204 s205 s206 s207 s208 s209 s210 s211 s212 s213 s214 s215 s216 s217 s218 s219 s220 s221 s222 s223 s224 s225 s226 s227 s228 s229 s230 s231 s232 s234 s235 s236 s237 s238 s239 s240 s241 s242 s243 s244 s245 s246 s247 s248 s249 s250 s251 s252 s253 s254 s255 s256 s257 s258 s259 s260 s261 s262 s263 s264 s265 s266 s267 s268 s269 s270 s271 s272 s274 s275 s276 s277 s278 s279 s280 s281 s282 s283 s284 s285 s286 s287 s288 s289 s290 s291 s292 s293 s294 s295 s296 s297 s298 s299 s300 s301 s302 s303 s304 s305 s306 s307 s308 s309 s310 s311 s312 s313 s314 s315 s316 s317 s318 s319 s320 s321 s322 s323 s324 s325 s326 s327 s328 s329 s330 s331 s332 s333 s334 s335 s336 s337 s338 s339 s341 s342 s343 s344 s345 s346 s347 s348 s349 s350 s351 s352 s353 s354 s355 s356 s357 s358 s359 s360 s361 s362 s363 s364 s365 s366 s367 s368 s369 s370 s371 s372 s373 s374 s375 s376 s377 s378 s379 s380 s381 s382 s383 s384 s385 s386 s387 s388 s389 s390 s391 s392 s393 s394 s395 s396 s397 s398 s399 s400 s401 s402 s403 s404 s405 s406 s407 s408 s409 s410 s411 s412 s413 s414 s417,cdrh recalls
669,P120020,supera peripheral stent system,"stent, superficial femoral artery","abbott vascular (idef technologies inc)3200 lakeside drivesanta clara, ca 95054",p120020,11/16/2012,03/28/2014,nip,14m-0434,04/21/2014,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf12/p120020b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030,
670,P190031,her2 dual ish dna probe cocktail,"chromogenic in situ hybridization, nucleic acid amplification, her2/neu gene, breast cancer","ventana medical systems, inc.1910 e. innovation park drivetucson, az 85755",p190031,11/29/2019,07/28/2020,nyq,20m-1724,07/31/2020,pathology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf19/p190031b.pdf,labeling,s001 s002 s003 s004 s005 s007 s008,
671,P100040,valiant thoracic stent graft system,"system, endovascular graft, aortic aneurysm treatment","medtronic vascular3576 unocal placesanta rosa, ca 95403",p100040,10/08/2010,04/01/2011,mih,11m-0257,04/20/2011,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf10/p100040b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059,cdrh recalls
672,P010007,immulite/immulite 1000 afp and immulite 2000/immulite 2500 afp,"kit, test, alpha-fetoprotein for neural tube defects","siemens healthcare diagnostics inc.511 benedict ave.tarrytown, ny 10591",p010007,02/13/2001,11/09/2001,lok,01m-0537,12/05/2001,immunology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p010007b.pdf,labelinglabeling part 2,s001 s002 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017,
673,P000013,trident system,"prosthesis, hip, semi-constrained, metal/ceramic/ceramic/metal, cemented or uncemented","howmedica osteonics corp.325 corporate drivemahwah, nj 07430",p000013,03/02/2000,02/03/2003,mra,03m-0337,07/30/2003,orthopedic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p000013b.pdf,labeling,s001 s002 s003 s004 s005 s006 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s022,cdrh recalls
674,P020011,versant hcv rna qualitative assay,"assay, hybridization and/or nucleic acid amplification for detection of hepatitis c rna,hepatitis c virus","gen-probe10210 genetic center dr.san diego, ca 92121",p020011,03/18/2002,11/07/2002,mzp,03m-0070,02/28/2003,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf2/p020011b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016,
675,P160022,"x series®, r series®, aed pro®, aed 3™ bls professional defibrillators, pro-padz radiotransparent electrode, surepower™",automated external defibrillators (non-wearable),"zoll medical corporation269 & 271 mill roadchelmsford, ma 01824-4105",p160022,07/07/2016,12/27/2017,mkj,17m-7004,01/09/2018,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160022b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s030 s032 s033 s034,cdrh recalls
676,P080011,biofinity (comfilcon a),"lenses, soft contact, extended wear","coopervision, inc.6101 bollinger canyon road, suite 500san ramon, ca 94583",p080011,04/07/2008,11/19/2008,lpm,08m-0608,11/26/2008,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf8/p080011b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s123 s124 s125 s126 s127 s128 s129 s130 s131 s132 s133 s134 s136 s137 s138 s139 s140 s141 s142 s143 s144 s145 s146 s147 s148 s149 s150 s151 s152 s153 s154 s155 s156 s157,cdrh recalls
677,P880090,model 120uv anterior chamber intraocular lens,intraocular lens,"bausch & lomb, inc.50 technology driveirvine, ca 92618",p880090,11/14/1988,12/28/1989,hql,90m-0005,01/30/1990,ophthalmic,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s023 s024 s025 s026 s027 s029 s030,
678,P200010,guardant360 cdx,"next generation sequencing oncology panel, somatic or germline variant detection system","guardant health, inc.505 penobscot driveredwood city, ca 94063",p200010,02/10/2020,08/07/2020,pqp,20m-1748,08/28/2020,pathology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf20/p200010b.pdf,labelinglabeling part 2,s001 s002 s004 s005 s006 s007 s008 s009 s010 s011 s013 s014 s015,
679,P130025,koning breast ct (model cbct1000),cross-sectional mammographic xray system,"koning corporation150 lucius gordon drivesuite 112w henrietta, ny 14586",p130025,11/25/2013,01/14/2015,olq,15m-0200,02/09/2015,radiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf13/p130025b.pdf,labeling,s002 s003 s004,
680,P000014,vitros immunodiagnostic products:anti-hbs reagent pack/anti-hbs calibrators,"test, hepatitis b (b core, be antigen, be antibody, b core igm)","ortho-clinical diagnostics, inc.100 indigo creek dr.rochester, ny 14626-5101",p000014,03/02/2000,09/29/2000,lom,00m-1658,12/12/2000,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p000014b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036,cdrh recalls
681,P000046,staarvisc ii,"aid, surgical, viscoelastic","anika therapeutics, inc.32 wiggins avenuebedford, ma 01730",p000046,11/06/2000,04/18/2001,lzp,01m-0227,05/14/2001,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p000046b.pdf,labeling,s001 s002 s003 s004 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030,cdrh recalls
682,P850068,silsoft (elastofilcon a) contact lenses,"lenses, soft contact, extended wear","bausch & lomb, inc.14853 deveau placeminnetonka, mn 55345",p850068,09/13/1985,12/31/1985,lpm hqd,86m-0030,02/10/1986,ophthalmic,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014,
683,P780007,hydron hydrophilic contact lens,"lenses, soft contact, extended wear","coopervision, inc.370  woodcliff drivesuite 200fairport, ny 14450-0000",p780007,10/16/1978,04/06/1979,lpm,,08/21/1979,ophthalmic,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s012 s014 s015 s016 s017 s018 s019 s020 s023 s024 s025 s026 s027 s028 s029 s031 s032 s033 s034 s035 s036 s037 s038 s039 s041 s042 s043 s044 s045 s046 s047 s048 s049 s051 s052 s053 s054 s055 s056 s058 s059 s060 s061 s062,
684,P900056,rotablator(r),"catheter, coronary, atherectomy","boston scientific corp.two scimed placemaple grove, mn 55311-1566",p900056,08/28/1990,05/28/1993,mcx,93m-0208,07/16/1993,cardiovascular,no,no,,,,s001 s002 s003 s004 s005 s006 s008 s009 s010 s011 s012 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s086 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s103 s104 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s123 s124 s125 s126 s127 s128 s129 s130 s131 s132 s133 s134 s135 s136 s137 s138 s139 s140 s142 s143 s144 s145 s146 s147 s149 s150 s151 s152 s153 s154 s155 s156 s157 s158 s159 s160 s161 s162 s163 s164 s165 s166 s167 s168 s169 s170 s171 s172 s173 s174 s176 s177 s178 s179 s180 s181 s183 s184 s185 s186 s187 s188 s189 s190 s191 s192 s193 s194 s195 s196 s197 s198 s199 s200 s201 s202 s203 s204 s205 s206 s207 s208 s209 s210 s211,cdrh recalls
685,P050016,cormet hip resurfacing system,"prosthesis, hip, semi-constrained, metal/metal, resurfacing","corin u.s.a.12750 citrus park lanesuite 120tampa, fl 33607",p050016,03/30/2005,07/03/2007,nxt,07m-0286,07/20/2007,orthopedic,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050016b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012,
686,P190013,"aed battery exchange (models 9146-abe, g5-abe, 5070-abe, fr3-abe)",automated external defibrillators (non-wearable),"aed battery exchange, llc1000 brown street, suite #206wauconda, il 60084",p190013,04/29/2019,02/02/2021,mkj,,,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf19/p190013b.pdf,labelinglabeling part 2,,
687,P090028,vitros immunodiagnostic products hbeag reagent pack/products hbeag calibrator/products hbe controls,"test, hepatitis b (b core, be antigen, be antibody, b core igm)","ortho-clinical diagnostics, inc.100 indigo creek dr.rochester, ny 14626-5101",p090028,12/16/2009,05/11/2011,lom,11m-0348,05/20/2011,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf9/p090028b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s013 s014 s015 s016 s017 s018,cdrh recalls
688,P110022,elecsys anti-hbc igm immunoassay and elecsys precicontrol anti-hbc igm,"test, hepatitis b (b core, be antigen, be antibody, b core igm)","roche diagnostics corp.9115 hague roadp.o. box 50416indianapolis, in 46250-0457",p110022,05/09/2011,10/26/2011,lom,11m-0786,11/04/2011,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf11/p110022b.pdf,labeling,s001 s002 s003 s004 s005 s006 s008 s009 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028,
689,P980023,phylax implantable cardioverter defibrillator system,implantable cardioverter defibrillator (non-crt),"biotronik, inc.6024 jean roadlake oswego, or 97035",p980023,06/08/1998,10/27/1998,lws,98m-0972,11/18/1998,cardiovascular,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s043 s044 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s099 s100 s101 s102 s103 s104 s105 s106 s107 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122,
690,P170013,low-profile visualized intraluminal support (lvis) and lvis jr.,intracranial coil-assist stent,"microvention, inc.35 enterprisealiso viejo, ca 92656",p170013,03/31/2017,05/30/2018,qca,18m-2118,06/08/2018,neurology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf17/p170013b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s009 s010,
691,P120002,sma rt control and smart vascular stent systems,"stent, superficial femoral artery","cordis us corporation14201 nw 60th avenuemiami lakes, fl 33014",p120002,02/03/2012,11/07/2012,nip,12m-1183,12/05/2012,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf12/p120002b.pdf,labeling,s001 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025,
692,P160052,partosure test,placental alpha microglobulin-1 immunoassay,"qiagen inc19300 germantown roadgermantown, md 20874",p160052,11/30/2016,04/11/2018,qbb,18m-1581,04/27/2018,toxicology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160052b.pdf,labeling,s001,
693,P160041,cobas cmv,cytomegalovirus (cmv) dna quantitative assay,"roche molecular systems, inc.4300 hacienda drivepleasanton, ca 94588-2722",p160041,09/21/2016,06/01/2017,pab,17m-3430,06/07/2017,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160041b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038,
694,P070014,lifestent flexstar & flexstar xl vascular stent system,"stent, superficial femoral artery","bard peripheral vascular, inc.1415 west 3rd st.tempe, az 85281",p070014,05/25/2007,02/13/2009,nip,09m-0127,03/10/2009,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf7/p070014b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s051 s052 s053 s054 s055 s056 s057 s058 s060 s061 s062 s063 s064 s065,
695,P190011,liaison xl murex hcv ab; liaison xl murex control hcv ab,"assay, enzyme linked immunosorbent, hepatitis c virus","diasorin inc.1951 northwestern avenuestillwater, mn 55082-0285",p190011,04/22/2019,10/18/2019,mzo,,,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf19/p190011b.pdf,labeling,s001 s002 s004,
696,P890064,viratype human papillomavirus dna typing kit,"kit, dna detection, human papillomavirus","qiagen gaithersburg, inc19300 germantown roadgermantown, md 20874",p890064,11/17/1989,03/11/1991,maq,91m-0108,04/10/1991,microbiology,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s012 s013 s014 s015 s017 s018 s020 s021 s022 s023 s024 s025 s026 s027 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042,
697,P990012,"elecsys hbsag immunoassay, elecsys hbsag confirmatory, and precicontrol hbsag","test, hepatitis b (b core, be antigen, be antibody, b core igm)","roche diagnostics corp.9115 hague roadp.o. box 50416indianapolis, in 46250-0457",p990012,03/04/1999,06/01/2001,lom,01m-0507,11/14/2001,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p990012b.pdf,labeling,s001 s002 s003 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s031 s032 s033,
698,P080026,abbott realtime hbv assay,hepatitis viral b dna detection,"abbott molecular, inc.1300 east touhy avenuedes plaines, il 60018",p080026,10/16/2008,08/13/2010,mkt,10m-0519,10/01/2010,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf8/p080026b.pdf,labeling,s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s016 s017 s018 s019 s020 s021 s022 s023 s024,cdrh recalls
699,P160025,"astron pulsar stent system, pulsar-18 stent system","stent, superficial femoral artery","biotronik, inc.6024 jean roadlake oswego, or 97035",p160025,07/22/2016,03/23/2017,nip,17m-1845,03/29/2017,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160025b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017,
700,P150016,tridyne vascular sealant,"sealant, polymerizing","neomend, inc.60 technology dr.irvine, ca 92618",p150016,04/27/2015,04/11/2016,nbe,16m-1166,05/11/2016,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf15/p150016b.pdf,labeling,s001 s002 s003 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023,
701,P130014,adherus autospray dural sealant,"sealant, dural","hyperbranch medical technology, inc.800-12 capitola drivedurham, nc 27713",p130014,05/14/2013,03/30/2015,nqr,15m-1065,04/17/2015,neurology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf13/p130014b.pdf,labeling,s002 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019,
702,P850022,orthopak(r) bone growth stimulator,"stimulator, bone growth, non-invasive","ebi, llc1 gatehall drivesuite 303parsippany, nj 07054",p850022,04/11/1985,02/18/1986,lof,86m-0139,04/09/1986,orthopedic,no,no,,,,s001 s003 s004 s005 s006 s007 s008 s009 s011 s012 s013 s014 s015 s016 s017 s018 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033,
703,P060035,architect core-m reagent kit/calibrators/controls,"test, hepatitis b (b core, be antigen, be antibody, b core igm)","abbott laboratories100 abbott park rd.ap5n-2, dept. 09vbabbott park, il 60064-3500",p060035,12/01/2006,11/06/2007,lom,07m-0447,11/19/2007,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf6/p060035b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039,
704,P210040,resolution ctdx first,"next generation sequencing oncology panel, somatic or germline variant detection system","resolution bioscience, inc.550 kirkland waykirkland, wa 98033",p210040,12/28/2021,12/12/2022,pqp,22m-3219,12/16/2022,,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf21/p210040b.pdf,labeling,s001,cdrh recalls
705,P220009,stablevisc and totalvisc ophthalmic viscosurgical device (ovd),"aid, surgical, viscoelastic","bausch health companies, inc.400 somerset corporate boulevardbridgewater, nj 08807",p220009,07/07/2022,02/22/2023,lzp,23m-0607,02/24/2023,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf22/p220009b.pdf,labelinglabeling part 2,,
706,P000006,titan inflatable penile prosthesis,"device, impotence, mechanical/hydraulic","coloplast corp.1601 west river road northminneapolis, mn 55411",p000006,01/18/2000,07/14/2000,fhw,00m-1415,07/25/2000,gastroenterology/urology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p000006b.pdf,labeling,s001 s002 s003 s004 s005 s007 s009 s010 s011 s012 s013 s014 s015 s017 s018 s019 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s049 s050 s051 s052 s053 s054 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066,cdrh recalls
707,P200018,neurx diaphragm pacing system (dps),diaphragmatic/phrenic nerve laparoscopically-implanted stimulator,"synapse biomedical, inc.300 artino streetoberlin, oh 44074",p200018,03/12/2020,03/31/2023,oir,23m-1306,04/06/2023,anesthesiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf20/p200018b.pdf,labelinglabeling part 2,,
708,P160029,heartstart onsite defibrillator (model m5066a) and heartstart home defibrillator (model m5068a),over-the-counter automated external defibrillator,"philips medical systems, inc.22100 bothell -everett hwybothell, wa 98021",p160029,07/29/2016,06/06/2019,mkj nsa,19m-2782,07/02/2019,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160029b.pdf,labelinglabeling part 2,s002 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019,cdrh recalls
709,P000027,elecsys free psa immunoassay/calset/calcheck,prostate-specific antigen (psa) for management of prostate cancers,"roche diagnostics corp.9115 hague rd.indianapolis, in 46250",p000027,07/07/2000,12/12/2000,ltj,00m-1683,01/03/2001,immunology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p000027b.pdf,labeling,s001 s002 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s030 s031 s032 s033 s034 s035 s036 s037 s038,
