query_id,product_code,device_class,medical_specialty,third_party_review,gmp_exempt_flag,implant_flag,life_sustain_flag,target_area,technical_method,physical_state,definition
K223473,qnp,2,GU,N,N,N,N,Gastrointestinal tract,The device is a software that uses artificial intelligence/machine learning (AI/ML) advanced algorithms to aid in detection colonic mucosal lesions via endoscopy in real-time.,The device is a software  which may contain hardware components for enabling compatibility with endoscopic devices.,A gastrointestinal lesion software detection system is a computer-assisted detection device used in conjunction with endoscopy for the detection of abnormal lesions in the gastrointestinal tract. This device with advanced software algorithms brings attention to images to aid in the detection of lesions. The device may contain hardware to support interfacing with an endoscope.
K222895,kps,2,RA,Y,N,N,N,,,,
K192973,llz,2,RA,Y,N,N,N,,,,
K203514,jak,2,RA,Y,N,N,N,,,,
K220851,iyn,2,RA,Y,N,N,N,,,,
K182091,nha,2,DE,N,N,Y,N,,,,To be used in conjunction with an endosseous dental implant fixture to aid in prosthetic rehabilitation.
K221738,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K223426,lnh,2,RA,Y,N,N,N,,,,
K200755,qju,2,RA,N,N,N,N,Human body,The device's algorithm would be based on the analysis of images and/or diagnostic data.  The underlying algorithms used for providing guidance to the users may be based on deep learning methods  trained on images obtained by trained operators.,The subject software would utilize images acquired using an imaging system.  The software can be installed on an existing imaging system  or can be operated on a computer that is connected to the imaging system.,A radiological acquisition and/or optimization guidance system is a device that is intended to aid in the acquisition and/or optimization of images and/or diagnostic signals. The device interfaces with the acquisition system  analyzes its output  and provides guidance and/or feedback to the operator for improving image and/or signal quality.
K230043,fmi,2,HO,Y,N,N,N,,,,
K193282,lnh,2,RA,Y,N,N,N,,,,
K181815,jdr,2,OR,N,N,Y,N,,,,
K223032,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K200132,llz,2,RA,Y,N,N,N,,,,
K212265,iyn,2,RA,Y,N,N,N,,,,
K231157,oeb,2,RA,N,N,N,N,Lung,Detection algorithm searches for and identifies potential nodules on images of the chest acquired using multi-slice computed tomography (msct).,Software device.,To assist radiologists in the review of multi-slice computed tomography (msct) exams of the chest and highlight potential nodules that the radiologist should review.  A computer aided diagnosis  lung computed tomography system is a class 3 device under product code NRR.
K220416,llz,2,RA,Y,N,N,N,,,,
K230355,lnh,2,RA,Y,N,N,N,,,,
K203508,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K221632,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K202212,llz,2,RA,Y,N,N,N,,,,
K210556,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K193109,muj,2,RA,N,N,N,N,,,,
K192065,muj,2,RA,N,N,N,N,,,,
K212269,mqb,2,RA,Y,N,N,N,,,,
K210085,jak,2,RA,Y,N,N,N,,,,
K193170,jak,2,RA,Y,N,N,N,,,,
K221716,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K222054,llz,2,RA,Y,N,N,N,,,,
K203364,psy,2,PA,N,N,N,N,Surgical pathology slides prepared from formalin-fixed  paraffin-embedded (FFPE) tissue     Not for use with slides prepared from frozen tissue  cytology  and non-FFPE hematopathology specimens.,The whole slide imaging system consists of an image management system  a scanner and associated software  and a display monitor. Pathologists view and interpret scanned digital images  employing appropriate processes to ensure the validity of the interpretation. The system may include web-based applications.,The whole slide imaging system consists of an image management system  a scanner and associated software  and a display monitor.    The whole slide imaging system does not include any automated Image Analysis Applications that would constitute computer aided detection or diagnosis.,The whole slide imaging system is an automated digital slide creation  viewing  and management system intended as an aid to the pathologist to review and interpret digital images of surgical pathology slides prepared from formalin-fixed  paraffin-embedded (FFPE) tissue. The system generates digital images that would otherwise be appropriate for manual visualization by conventional brightfield microscopy. The whole slide imaging system is not intended for use with slides prepared from frozen tissue  cytology  and non-FFPE hematopathology specimens (e.g.  peripheral blood smear).
K191083,gxy,2,NE,Y,N,N,N,,,,
K223212,kps,2,RA,Y,N,N,N,,,,
K222406,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K220975,iyn,2,RA,Y,N,N,N,,,,
K202767,lnh,2,RA,Y,N,N,N,,,,
K203469,muj,2,RA,N,N,N,N,,,,
K213725,jak,2,RA,Y,N,N,N,,,,
K222593,llz,2,RA,Y,N,N,N,,,,
K211841,muj,2,RA,N,N,N,N,,,,
K201560,myn,2,RA,N,N,N,N,,,,For information on the MYN device  please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers
K220211,lza,1,HO,Y,N,N,N,,,,A  nitrile (or polymer) patient examination glove is a disposable device made of nitrile rubber or synthetic polymers that may or may not bear a trace amount of residual powder  and is intended to be worn on the hand for medical purposes to provide a barrier against potentially infectious materials and other contaminants.
K201710,llz,2,RA,Y,N,N,N,,,,
K222312,muj,2,RA,N,N,N,N,,,,
K230264,llz,2,RA,Y,N,N,N,,,,
K213795,myn,2,RA,N,N,N,N,,,,For information on the MYN device  please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers
K230150,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K223180,llz,2,RA,Y,N,N,N,,,,
K212383,owb,2,RA,Y,N,N,N,Human body,Fluoroscopy,Fluoroscopic X-Ray system,Interventional fluoroscopy
K173542,llz,2,RA,Y,N,N,N,,,,
K221305,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K222463,quo,2,CV,N,N,N,N,Various,The device analyzes patient data (such as echocardiographic images) and provides an output that indicates likelihood of the presence of heart failure.,Software/Firmware,The adjunctive heart failure status indicator is a prescription device based on sensor technology or image data to provide information to an interpreting clinician in detecting heart failure. This device is intended for adjunctive use with other physical vital sign parameters and patient information and is not intended to independently direct therapy.
K231459,lnh,2,RA,Y,N,N,N,,,,
K203610,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K212218,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K213686,qnp,2,GU,N,N,N,N,Gastrointestinal tract,The device is a software that uses artificial intelligence/machine learning (AI/ML) advanced algorithms to aid in detection colonic mucosal lesions via endoscopy in real-time.,The device is a software  which may contain hardware components for enabling compatibility with endoscopic devices.,A gastrointestinal lesion software detection system is a computer-assisted detection device used in conjunction with endoscopy for the detection of abnormal lesions in the gastrointestinal tract. This device with advanced software algorithms brings attention to images to aid in the detection of lesions. The device may contain hardware to support interfacing with an endoscope.
K213886,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K231195,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K183271,jak,2,RA,Y,N,N,N,,,,
K220349,llz,2,RA,Y,N,N,N,,,,
K210209,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K223516,dqk,2,CV,Y,N,N,N,,,,
K191925,mnr,2,AN,Y,N,N,N,,,,
K193281,jak,2,RA,Y,N,N,N,,,,
K203235,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K203225,jak,2,RA,Y,N,N,N,,,,
K183019,llz,2,RA,Y,N,N,N,,,,
K220105,qdq,2,RA,N,N,N,N,Anatomical sites that may contain lesions suspicious for cancer.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection  localization  and characterization of lesions suspicious for cancer on acquired medical images (e.g.  mammography   MR  CT  ultrasound  radiography). The device detects  identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images  and may provide information about the presence  location  and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K213628,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K191882,mwi,2,CV,Y,N,N,N,,,,
K203629,pib,2,OP,N,N,N,N,Fundus images of the macula and optic nerve of the eye.,Software as a medical device designed to analyze digital fundus images taken with an ophthalmic camera. Using artificial intelligence algorithms  the device is able to determine whether a patient has referable retinopathy.,Installed on  and operated by  an off-the-shelf hardware system with an appropriate OS.,A retinal diagnostic software device is a prescription software device that incorporates an adaptive algorithm to evaluate ophthalmic images for diagnostic screening to identify retinal diseases or conditions.
K220986,jak,2,RA,Y,N,N,N,,,,
K203517,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K213307,mqb,2,RA,Y,N,N,N,,,,
K221923,lnh,2,RA,Y,N,N,N,,,,
K210670,qdq,2,RA,N,N,N,N,Anatomical sites that may contain lesions suspicious for cancer.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection  localization  and characterization of lesions suspicious for cancer on acquired medical images (e.g.  mammography   MR  CT  ultrasound  radiography). The device detects  identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images  and may provide information about the presence  location  and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K221627,llz,2,RA,Y,N,N,N,,,,
K222389,dqk,2,CV,Y,N,N,N,,,,
K230823,dqd,2,CV,Y,N,N,N,,,,
K223491,qbs,2,RA,N,N,N,N,Radiological images of anatomical sites that main contain fracture.,Analyzes radiological images using machine learning algorithms to detect and diagnose fracture.,Software device that receives radiological images as an input and provides a concurrent read for presence or absence of fracture (detection and diagnosis) as an output,A radiological computer assisted detection and diagnostic software for suspected fracture is an image processing device intended to aid in the detection  localization  and/or characterization of fracture on acquired medical images (e.g. radiography  MR  CT). The device detects  identifies and/or characterizes fracture based on features or information extracted from images  and may provide information about the presence  location  and/or characteristics of the fracture to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K202992,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K223811,myn,2,RA,N,N,N,N,,,,For information on the MYN device  please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers
K201632,llz,2,RA,Y,N,N,N,,,,
K223311,jak,2,RA,Y,N,N,N,,,,
K231384,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K211803,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K210632,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K221100,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K211951,qnp,2,GU,N,N,N,N,Gastrointestinal tract,The device is a software that uses artificial intelligence/machine learning (AI/ML) advanced algorithms to aid in detection colonic mucosal lesions via endoscopy in real-time.,The device is a software  which may contain hardware components for enabling compatibility with endoscopic devices.,A gastrointestinal lesion software detection system is a computer-assisted detection device used in conjunction with endoscopy for the detection of abnormal lesions in the gastrointestinal tract. This device with advanced software algorithms brings attention to images to aid in the detection of lesions. The device may contain hardware to support interfacing with an endoscope.
K193248,kps,2,RA,Y,N,N,N,,,,
K191928,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K212336,owb,2,RA,Y,N,N,N,Human body,Fluoroscopy,Fluoroscopic X-Ray system,Interventional fluoroscopy
K192380,nbc,2,CH,N,N,N,N,,,,
K222458,llz,2,RA,Y,N,N,N,,,,
K193294,llz,2,RA,Y,N,N,N,,,,
K180006,llz,2,RA,Y,N,N,N,,,,
K220264,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K232088,nfj,2,RA,Y,N,N,N,,,,
K183546,cga,2,CH,Y,N,N,N,,,,
K213693,lnh,2,RA,Y,N,N,N,,,,
K222746,myn,2,RA,N,N,N,N,,,,For information on the MYN device  please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers
K202902,mue,2,RA,Y,N,N,N,,,,
K202092,dze,2,DE,N,N,Y,N,,,,
K211846,kps,2,RA,Y,N,N,N,,,,
K180563,llz,2,RA,Y,N,N,N,,,,
P050038,lmg,3,SU,N,N,Y,N,,,,
P060022,hql,3,OP,N,N,Y,N,,,,
P170039,qbt,3,,N,N,Y,N,Eye,The artificial iris reduces the light sensitivity and/or glare associated with aniridia through the artificial pupil at the center of the prosthesis. The Artificial iris does not include optical power for the correction of refractive errors.,An artificial iris is manufactured from a polymeric material and may contain color additives to mimic the appearance of the natural iris.,Artificial iris is intended to be implanted to replace the natural iris of the eye.
P190001,owd,3,,N,N,N,N,Human clinical specimens of peripheral blood or bone marrow.,In vitro amplification and detection of genomic DNA representing a somatic gene mutation from a cancerous specimen of interest.,Test consists of reagents  instrumentation  software and instructions needed to perform the test method.,The somatic gene mutation detection system is an in vitro diagnostic nucleic acid amplification and real-time detection system for the identification of genetic mutations in DNA extracted from human tumor tissues.
P140031,npt,3,,N,N,Y,Y,,,,To replace a patient's aortic heart valve.  They are different from the classified device (heart valves) in that they are placed percutaneously and do not require open chest surgery or a cardiotomy for placement.
P070008,nke,3,,N,N,Y,Y,These devices are indicated for patients who have moderate to severe heart failure. These new devices use an additional lead to provide synchronized pacing of the heart  in addition to the regular features of a pacemaker. These products are sought for the treatment of patients who have moderate to severe heart failure.,These devices are indicated for patients who have moderate to severe heart failure. These new devices use an additional lead to provide synchronized pacing of the heart  in addition to the regular features of a pacemaker. These products are sought for the treatment of patients who have moderate to severe heart failure.,These devices are indicated for patients who have moderate to severe heart failure. These new devices use an additional lead to provide synchronized pacing of the heart  in addition to the regular features of a pacemaker. These products are sought for the treatment of patients who have moderate to severe heart failure.,These devices are indicated for patients who have moderate to severe heart failure. These new devices use an additional lead to provide synchronized pacing of the heart  in addition to the regular features of a pacemaker. These products are sought for the treatment of patients who have moderate to severe heart failure.
P050028,mkt,3,,N,N,N,N,,,,Nucleic acid assay for detection of Hepatitis B Virus (HBV) DNA is an in vitro nucleic acid assay for detection and quantitation of HBV DNA in human serum or plasma. The assay can be used to measure HBV DNA levels at baseline and during treatment to aid in assessing response to treatment.  The test results must be interpreted within the context of all relevant clinical and laboratory findings.
P050053,npz,3,DE,N,N,Y,N,,,,Dental bone grafting material with growth factors is a combination product which consists of a bone grafting material which contains biologic or drug components  such as proteins  that are intended to stimulate and/or inhibit the growth of certain tissues of the oral and maxillofacial region.
P200015,npv,f,,N,N,Y,Y,,,,These devices are intended to replace a patient's pulmonary heart valve.  They are different from the classified device (heart valves) in that they are placed percutaneously and do not require open chest surgery or a cardiotomy for placement.
P130021,npt,3,,N,N,Y,Y,,,,To replace a patient's aortic heart valve.  They are different from the classified device (heart valves) in that they are placed percutaneously and do not require open chest surgery or a cardiotomy for placement.
P030028,mta,3,,N,N,Y,N,,,,
P110008,nqo,3,,N,N,Y,N,,,,This device is an interspinous spacer or spinous process plate that is implanted between the spinous processes or attached to the spinous process.
P080014,maq,3,,N,N,N,N,,,,
P190004,owd,3,,N,N,N,N,Human clinical specimens of peripheral blood or bone marrow.,In vitro amplification and detection of genomic DNA representing a somatic gene mutation from a cancerous specimen of interest.,Test consists of reagents  instrumentation  software and instructions needed to perform the test method.,The somatic gene mutation detection system is an in vitro diagnostic nucleic acid amplification and real-time detection system for the identification of genetic mutations in DNA extracted from human tumor tissues.
P110038,mih,3,,N,N,Y,N,,,,
P070015,niq,3,,N,N,Y,Y,,,,Stent  coronary  drug-eluting -- a metal scaffold with a drug coating placed via a delivery catheter into the coronary artery or saphenous vein graft to maintain the lumen.  The drug coating is intended to inhibit restenosis.
P210015,mkj,3,CV,N,N,N,N,,,,This device is a non-wearable prescription use only aed.  These are devices that include automated external defibrillation.  Automated external defibrillators use external pad-type electrodes to sense  detect  classify and treat (with an electrical shock) ventricular fibrillation.  These devices are intended to be used on suspected victims of sudden cardiac arrest.  A person in cardiac arrest is unresponsive and is not breathing normally.  The device can be sold with prescription only.
P100047,dsq,3,,N,N,Y,N,,,,Approved pma:  P870072
P060004,lzs,3,,N,N,N,N,,,,
